,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,text,contains_image,contains_table,extracted_text,class
305,305,305,305,"<<START_SECTION>>The efficacy of IMFINZI was evaluated in the PACIFIC study, a randomised, double-blind, placebo-controlled, multicentre study in 713 patients with histologically or cytologically confirmed locally advanced, unresectable NSCLC. Patients had completed at least 2 cycles of definitive platinum-based chemotherapy with radiation therapy within 1 to 42 days prior to initiation of the study and had an ECOG performance status of 0 or 1. Ninety-two percent of patients had received a total dose of 54 to 66 Gy of radiation. The study excluded patients who had progressed following chemoradiation therapy, patients with prior exposure to any anti-PD-1 or anti-PD-L1 antibody, patients with active or prior documented autoimmune disease within 2 years of initiation of the study; a history of immunodeficiency; a history of severe immune-mediated adverse reactions; medical conditions that required systemic immunosuppression(except physiological dose of systemic corticosteroids); active tuberculosis or hepatitis B or C or HIV infection or patients receiving live attenuated vaccine within 30 days before or after the start of IMFINZI. Patients were randomised 2:1 to receive 10 mg/kg IMFINZI (n=476) or 10 mg/kg placebo (n=237) via intravenous infusion every 2 weeks for up to 12 months or until unacceptable toxicity or confirmed disease progression. Randomisation was stratified by gender, age (<65 years vs. ≥ 65 years) and smoking status (smoker vs. non- smoker). Patients with disease control at 12 months were given the option to be re-treated upon disease progression. Tumour assessments were conducted every 8 weeks for the first 12 months and then every 12 weeks thereafter. <<END_SECTION>>",0,0,"The efficacy of IMFINZI was evaluated in the PACIFIC study, a randomised, double-blind, placebo-controlled, multicentre study in 713 patients with histologically or cytologically confirmed locally advanced, unresectable NSCLC. Patients had completed at least 2 cycles of definitive platinum-based chemotherapy with radiation therapy within 1 to 42 days prior to initiation of the study and had an ECOG performance status of 0 or 1. Ninety-two percent of patients had received a total dose of 54 to 66 Gy of radiation. The study excluded patients who had progressed following chemoradiation therapy, patients with prior exposure to any anti-PD-1 or anti-PD-L1 antibody, patients with active or prior documented autoimmune disease within 2 years of initiation of the study; a history of immunodeficiency; a history of severe immune-mediated adverse reactions; medical conditions that required systemic immunosuppression(except physiological dose of systemic corticosteroids); active tuberculosis or hepatitis B or C or HIV infection or patients receiving live attenuated vaccine within 30 days before or after the start of IMFINZI. Patients were randomised 2:1 to receive 10 mg/kg IMFINZI (n=476) or 10 mg/kg placebo (n=237) via intravenous infusion every 2 weeks for up to 12 months or until unacceptable toxicity or confirmed disease progression. Randomisation was stratified by gender, age (<65 years vs. ≥ 65 years) and smoking status (smoker vs. non- smoker). Patients with disease control at 12 months were given the option to be re-treated upon disease progression. Tumour assessments were conducted every 8 weeks for the first 12 months and then every 12 weeks thereafter. ",2.0
306,306,306,306,"<<START_SECTION>>Patients were enrolled regardless of their tumour PD-L1 expression level. Where available, archival tumour tissue specimens taken prior to chemoradiation therapy were retrospectively tested for PDL1 expression on tumour cells (TC) using the VENTANA PD-L1 (SP263) IHC assay. Of the 713 patients randomised, 63% of patients provided a tissue sample of sufficient quality and quantity to determine PD-L1 expression and 37% were unknown.  <<END_SECTION>>",0,0,"Patients were enrolled regardless of their tumour PD-L1 expression level. Where available, archival tumour tissue specimens taken prior to chemoradiation therapy were retrospectively tested for PDL1 expression on tumour cells (TC) using the VENTANA PD-L1 (SP263) IHC assay. Of the 713 patients randomised, 63% of patients provided a tissue sample of sufficient quality and quantity to determine PD-L1 expression and 37% were unknown.  ",2.0
307,307,307,307,"<<START_SECTION>>The demographics and baseline disease characteristics were well balanced between study arms. Baseline demographics of the overall study population were as follows: male (70%), age ≥ 65 years (45%), white (69%), Asian (27%), other (4%), current smoker (16%), past-smoker (75%), and never smoker (9%), WHO/ECOG PS 0 (49%), WHO/ECOG PS 1 (51%). Disease characteristics were as follows: Stage IIIA (53%), Stage IIIB (45%), histological sub-groups of squamous (46%), non-squamous (54%). Of 451 patients with PD L1 expression available, 67% were TC ≥ 1% [PDL1 TC 1-24% (32%), PD L1 TC ≥ 25% (35%)] and 33% were TC < 1%. <<END_SECTION>>",0,0,"The demographics and baseline disease characteristics were well balanced between study arms. Baseline demographics of the overall study population were as follows: male (70%), age ≥ 65 years (45%), white (69%), Asian (27%), other (4%), current smoker (16%), past-smoker (75%), and never smoker (9%), WHO/ECOG PS 0 (49%), WHO/ECOG PS 1 (51%). Disease characteristics were as follows: Stage IIIA (53%), Stage IIIB (45%), histological sub-groups of squamous (46%), non-squamous (54%). Of 451 patients with PD L1 expression available, 67% were TC ≥ 1% [PDL1 TC 1-24% (32%), PD L1 TC ≥ 25% (35%)] and 33% were TC < 1%. ",2.0
308,308,308,308,<<START_SECTION>>The two primary endpoints of the study were progression-free survival (PFS) and overall survival (OS) of IMFINZI vs. placebo. Secondary efficacy endpoints included PFS at 12 months (PFS 12) and 18 months (PFS 18) from randomisation and Time from Randomisation to Second Progression (PFS2). PFS was assessed by Blinded Independent Central Review (BICR) according to RECIST <<END_SECTION>>,0,0,The two primary endpoints of the study were progression-free survival (PFS) and overall survival (OS) of IMFINZI vs. placebo. Secondary efficacy endpoints included PFS at 12 months (PFS 12) and 18 months (PFS 18) from randomisation and Time from Randomisation to Second Progression (PFS2). PFS was assessed by Blinded Independent Central Review (BICR) according to RECIST ,2.0
309,309,309,309,<<START_SECTION>>1.1.  <<END_SECTION>>,0,0,1.1.  ,2.0
310,310,310,310,<<START_SECTION>>The study demonstrated a statistically significant improvement in PFS and OS in the IMFINZItreated group compared with the placebo group (see Table 7 and Figure 1 and Figure 2). <<END_SECTION>>,0,0,The study demonstrated a statistically significant improvement in PFS and OS in the IMFINZItreated group compared with the placebo group (see Table 7 and Figure 1 and Figure 2). ,2.0
311,311,311,311,<<START_SECTION>>	Table 7 	Efficacy Results for the PACIFIC Studya  <<END_SECTION>>,0,0,	Table 7 	Efficacy Results for the PACIFIC Studya  ,2.0
312,312,312,312,"<<START_SECTION>> IMFINZI  (n= 476) Placebo (n= 237) OS Number of deaths (%) 183 (38.4%) 116 (48.9%) Median (months)  (95% CI) NR (34.7, NR)  28.7 (22.9, NR)  	HR (95% CI)  0.68 (0.53, 0.87) 0.68 (0.53, 0.87)  	2- sided p-value  0.00251 0.00251  	OS at 24 months (%)  	(95% CI) 66.3% (61.7%, 70.4%) 55.6% (48.9%, 61.8%)  	p-value 0.005 0.005 PFS Number of events (%) 214 (45.0%) 157 (66.2%) Median PFS (months)  (95% CI) 16.8  (13.0, 18.1)  5.6  (4.6, 7.8) HR (95% CI)  0.52 (0.42, 0.65) 0.52 (0.42, 0.65) p-value  p < 0.0001 p < 0.0001 PFS at 12 months (%) (95% CI) 55.9% (51.0%, 60.4%) 35.3% (29.0%, 41.7%)  PFS at 18 months (%) (95% CI) 44.2% (37.7%, 50.5%) 27.0% (19.9%, 34.5%) PFS2 Median PFS2b (months) (95% CI) 28.3 (25.1, 34.7) 17.1 (14.5, 20.7) HR (95% CI) 0.58 (0.46, 0.73) 0.58 (0.46, 0.73) p-value p < 0.0001 p < 0.0001 <<END_SECTION>>",0,1," IMFINZI  (n= 476) Placebo (n= 237) OS Number of deaths (%) 183 (38.4%) 116 (48.9%) Median (months)  (95% CI) NR (34.7, NR)  28.7 (22.9, NR)  	HR (95% CI)  0.68 (0.53, 0.87) 0.68 (0.53, 0.87)  	2- sided p-value  0.00251 0.00251  	OS at 24 months (%)  	(95% CI) 66.3% (61.7%, 70.4%) 55.6% (48.9%, 61.8%)  	p-value 0.005 0.005 PFS Number of events (%) 214 (45.0%) 157 (66.2%) Median PFS (months)  (95% CI) 16.8  (13.0, 18.1)  5.6  (4.6, 7.8) HR (95% CI)  0.52 (0.42, 0.65) 0.52 (0.42, 0.65) p-value  p < 0.0001 p < 0.0001 PFS at 12 months (%) (95% CI) 55.9% (51.0%, 60.4%) 35.3% (29.0%, 41.7%)  PFS at 18 months (%) (95% CI) 44.2% (37.7%, 50.5%) 27.0% (19.9%, 34.5%) PFS2 Median PFS2b (months) (95% CI) 28.3 (25.1, 34.7) 17.1 (14.5, 20.7) HR (95% CI) 0.58 (0.46, 0.73) 0.58 (0.46, 0.73) p-value p < 0.0001 p < 0.0001 ",2.0
313,313,313,313,<<START_SECTION>>The analysis of OS was performed approximately 13 months after the primary analysis of PFS. <<END_SECTION>>,0,0,The analysis of OS was performed approximately 13 months after the primary analysis of PFS. ,2.0
314,314,314,314,<<START_SECTION>>PFS2 is defined as the time from the date of randomisation until the date of second progression (defined by local standard clinical practice) or death. <<END_SECTION>>,0,0,PFS2 is defined as the time from the date of randomisation until the date of second progression (defined by local standard clinical practice) or death. ,2.0
315,315,315,315,<<START_SECTION>>NR: Not Reached <<END_SECTION>>,0,0,NR: Not Reached ,2.0
316,316,316,316,<<START_SECTION>> <<END_SECTION>>,0,0, ,2.0
317,317,317,317,<<START_SECTION>>	Figure 1 	Kaplan-Meier curve of OS (PACIFIC study) <<END_SECTION>>,0,0,	Figure 1 	Kaplan-Meier curve of OS (PACIFIC study) ,2.0
318,318,318,318,<<START_SECTION>><<END_SECTION>>,1,0,,2.0
319,319,319,319,<<START_SECTION>>	Month 	33 	36 	39 	42 	45 <<END_SECTION>>,1,0,	Month 	33 	36 	39 	42 	45 ,2.0
320,320,320,320,<<START_SECTION>>	IMFINZI 	57 	23 	2 	0 	0 <<END_SECTION>>,0,0,	IMFINZI 	57 	23 	2 	0 	0 ,2.0
321,321,321,321,<<START_SECTION>>	Placebo 	237 	220 	198 	178 	170 	155 	141 	130 	117 	78 	42 	21 	9 	3 	1 	0 <<END_SECTION>>,0,0,	Placebo 	237 	220 	198 	178 	170 	155 	141 	130 	117 	78 	42 	21 	9 	3 	1 	0 ,2.0
322,322,322,322,<<START_SECTION>> <<END_SECTION>>,0,0, ,2.0
323,323,323,323,<<START_SECTION>> <<END_SECTION>>,0,0, ,2.0
324,324,324,324,<<START_SECTION>>	Figure 2 	Kaplan-Meier curve of PFS (PACIFIC study) <<END_SECTION>>,0,0,	Figure 2 	Kaplan-Meier curve of PFS (PACIFIC study) ,2.0
325,325,325,325,<<START_SECTION>><<END_SECTION>>,1,0,,2.0
326,326,326,326,<<START_SECTION>>	Month 	0 	3 	6 	9 	12 	15 	18 	21 	24 	27 	30 <<END_SECTION>>,0,0,	Month 	0 	3 	6 	9 	12 	15 	18 	21 	24 	27 	30 ,2.0
327,327,327,327,<<START_SECTION>><<END_SECTION>>,1,0,,2.0
328,328,328,328,<<START_SECTION>>IMFINZI 	476 	377 	301 	264 	159 	86 	44 	21 	4 	1 	0 Placebo 	237 	163 	106 	87 	52 	28 	15 	4 	3 	0 	0 <<END_SECTION>>,0,0,IMFINZI 	476 	377 	301 	264 	159 	86 	44 	21 	4 	1 	0 Placebo 	237 	163 	106 	87 	52 	28 	15 	4 	3 	0 	0 ,2.0
329,329,329,329,<<START_SECTION>> <<END_SECTION>>,0,0, ,2.0
330,330,330,330,"<<START_SECTION>>The improvements in PFS and OS in favour of patients receiving IMFINZI compared to those receiving placebo were consistently observed in all predefined subgroups analysed, including ethnicity, age, gender, smoking history, EGFR mutation status and histology. ALK mutation status was not analysed in this study. <<END_SECTION>> ",0,0,"The improvements in PFS and OS in favour of patients receiving IMFINZI compared to those receiving placebo were consistently observed in all predefined subgroups analysed, including ethnicity, age, gender, smoking history, EGFR mutation status and histology. ALK mutation status was not analysed in this study. ",2.0
331,331,331,331,,0,0,,
332,332,332,332,<<START_SUBHEADING>>Post-hoc subgroup analysis by PD-L1 expression<<END_SUBHEADING>> ,0,0,Post-hoc subgroup analysis by PD-L1 expression,1.0
333,333,333,333, ,0,0, ,
334,334,334,334,"<<START_SECTION>>Additional subgroup analyses were conducted to evaluate the efficacy by tumour PD-L1 expression (≥ 25%, 1-24%, ≥ 1%, < 1%) and for patients whose PD-L1 status could not be established (PD-L1 unknown). PFS and OS results are summarised in Figure 3 and Figure 4. Overall the safety profile of durvalumab in PD-L1 TC ≥1% subgroup was consistent with the intent to treat population, as was the PD-L1 TC <1% subgroup.  <<END_SECTION>>",0,0,"Additional subgroup analyses were conducted to evaluate the efficacy by tumour PD-L1 expression (≥ 25%, 1-24%, ≥ 1%, < 1%) and for patients whose PD-L1 status could not be established (PD-L1 unknown). PFS and OS results are summarised in Figure 3 and Figure 4. Overall the safety profile of durvalumab in PD-L1 TC ≥1% subgroup was consistent with the intent to treat population, as was the PD-L1 TC <1% subgroup.  ",2.0
335,335,335,335,<<START_SECTION>>	Figure 3 	Forest plot of OS by PD-L1 expression (PACIFIC study) <<END_SECTION>>,0,0,	Figure 3 	Forest plot of OS by PD-L1 expression (PACIFIC study) ,2.0
336,336,336,336,<<START_SECTION>> <<END_SECTION>>,1,0, ,2.0
337,337,337,337,<<START_SECTION>>	Figure 4 	Forest plot of PFS by PD-L1 expression (PACIFIC study) <<END_SECTION>>,0,0,	Figure 4 	Forest plot of PFS by PD-L1 expression (PACIFIC study) ,2.0
338,338,338,338,<<START_SECTION>> <<END_SECTION>>,1,0, ,2.0
339,339,339,339,<<START_SECTION>><<END_SECTION>> ,0,0,,2.0
340,340,340,340,,0,0,,
341,341,341,341,<<START_SUBHEADING>>Patient reported outcomes<<END_SUBHEADING>> ,0,0,Patient reported outcomes,1.0
342,342,342,342, ,0,0, ,
343,343,343,343,"<<START_SECTION>>Patient-reported symptoms, function and health-related quality of life (HRQoL) were collected using the EORTC QLQ-C30 and its lung cancer module (EORTC QLQ-LC13). The LC13 and C30 were assessed at baseline and every 4 weeks for the first 8 weeks, then every 8 weeks until completion of the treatment period or discontinuation of study drug due to toxicity or disease progression. Compliance was similar between the IMFINZI and placebo treatment groups (83% vs 85.1% overall of evaluable forms completed). <<END_SECTION>>",0,0,"Patient-reported symptoms, function and health-related quality of life (HRQoL) were collected using the EORTC QLQ-C30 and its lung cancer module (EORTC QLQ-LC13). The LC13 and C30 were assessed at baseline and every 4 weeks for the first 8 weeks, then every 8 weeks until completion of the treatment period or discontinuation of study drug due to toxicity or disease progression. Compliance was similar between the IMFINZI and placebo treatment groups (83% vs 85.1% overall of evaluable forms completed). ",2.0
344,344,344,344,"<<START_SECTION>>At baseline, no differences in patient reported symptoms, function or HRQoL were observed between IMFINZI and placebo groups. Throughout the duration of the study to week 48, there was no clinically meaningful difference between IMFINZI and placebo groups in symptoms, functioning and HRQoL (as assessed by a difference of greater than or equal to 10 points). <<END_SECTION>> ",0,0,"At baseline, no differences in patient reported symptoms, function or HRQoL were observed between IMFINZI and placebo groups. Throughout the duration of the study to week 48, there was no clinically meaningful difference between IMFINZI and placebo groups in symptoms, functioning and HRQoL (as assessed by a difference of greater than or equal to 10 points). ",2.0
345,345,345,345,,0,0,,
346,346,346,346,<<START_SUBHEADING>>Small Cell Lung Cancer (SCLC) <<END_SUBHEADING>> ,0,0,Small Cell Lung Cancer (SCLC) ,1.0
347,347,347,347, ,0,0, ,
348,348,348,348,"<<START_SECTION>>The efficacy of IMFINZI in combination with etoposide and either carboplatin or cisplatin in previously untreated ES-SCLC patients was investigated in CASPIAN, a randomised, open-label, multicentre study in treatment naïve ES-SCLC patients with WHO/ECOG performance status of  0 or 1. Patients in the trial were eligible to receive a platinum-based chemotherapy regimen as firstline treatment for SCLC, with life expectancy ≥12 weeks, at least one target lesion by RECIST 1.1 and adequate organ and bone marrow function. Patients with asymptomatic or treated brain metastases were permitted. The study excluded patients with a history of chest radiation therapy;  a history of active primary immunodeficiency; autoimmune disorders including paraneoplastic syndrome (PNS); active or prior documented autoimmune or inflammatory disorders; use of systemic immunosuppressants within 14 days before the first dose of the treatment except physiological dose of systemic corticosteroids; active tuberculosis or hepatitis B or C or HIV infection; or patients receiving live attenuated vaccine within 30 days before or after the start of IMFINZI. <<END_SECTION>>",0,0,"The efficacy of IMFINZI in combination with etoposide and either carboplatin or cisplatin in previously untreated ES-SCLC patients was investigated in CASPIAN, a randomised, open-label, multicentre study in treatment naïve ES-SCLC patients with WHO/ECOG performance status of  0 or 1. Patients in the trial were eligible to receive a platinum-based chemotherapy regimen as firstline treatment for SCLC, with life expectancy ≥12 weeks, at least one target lesion by RECIST 1.1 and adequate organ and bone marrow function. Patients with asymptomatic or treated brain metastases were permitted. The study excluded patients with a history of chest radiation therapy;  a history of active primary immunodeficiency; autoimmune disorders including paraneoplastic syndrome (PNS); active or prior documented autoimmune or inflammatory disorders; use of systemic immunosuppressants within 14 days before the first dose of the treatment except physiological dose of systemic corticosteroids; active tuberculosis or hepatitis B or C or HIV infection; or patients receiving live attenuated vaccine within 30 days before or after the start of IMFINZI. ",2.0
349,349,349,349,<<START_SECTION>>Randomisation was stratified by the planned platinum-based therapy in cycle 1 (carboplatin or cisplatin). <<END_SECTION>>,0,0,Randomisation was stratified by the planned platinum-based therapy in cycle 1 (carboplatin or cisplatin). ,2.0
350,350,350,350,<<START_SECTION>>The evaluation of efficacy for ES-SCLC relied on comparison between: Arm 1: IMFINZI 1500 mg + etoposide (80-100 mg/m2) and either carboplatin (AUC 5 or 6 mg/mL/min) or cisplatin (75-80 mg/m2) <<END_SECTION>>,0,0,The evaluation of efficacy for ES-SCLC relied on comparison between: Arm 1: IMFINZI 1500 mg + etoposide (80-100 mg/m2) and either carboplatin (AUC 5 or 6 mg/mL/min) or cisplatin (75-80 mg/m2) ,2.0
351,351,351,351,"<<START_SECTION>>Arm 2: Either carboplatin (AUC 5 or 6 mg/mL/min) or cisplatin (75-80 mg/m2) on Day 1 and etoposide (80-100 mg/m2) intravenously on Days 1, 2, and 3 of each 21-day cycle for between 4 and 6 cycles. <<END_SECTION>>",0,0,"Arm 2: Either carboplatin (AUC 5 or 6 mg/mL/min) or cisplatin (75-80 mg/m2) on Day 1 and etoposide (80-100 mg/m2) intravenously on Days 1, 2, and 3 of each 21-day cycle for between 4 and 6 cycles. ",2.0
352,352,352,352,<<START_SECTION>> <<END_SECTION>>,0,0, ,2.0
353,353,353,353,"<<START_SECTION>>For patients randomised to Arm 1 , etoposide and either carboplatin or cisplatin was limited to 4 cycles every 3 weeks subsequent to randomisation. IMFINZI monotherapy continued until disease progression or unacceptable toxicity. Administration of IMFINZI monotherapy was permitted beyond disease progression if the patient was clinically stable and deriving clinical benefit as determined by the investigator. <<END_SECTION>>",0,0,"For patients randomised to Arm 1 , etoposide and either carboplatin or cisplatin was limited to 4 cycles every 3 weeks subsequent to randomisation. IMFINZI monotherapy continued until disease progression or unacceptable toxicity. Administration of IMFINZI monotherapy was permitted beyond disease progression if the patient was clinically stable and deriving clinical benefit as determined by the investigator. ",2.0
354,354,354,354,"<<START_SECTION>>Patients randomised to Arm 2, were permitted to receive a total of up to 6 cycles of etoposide and either carboplatin or cisplatin. After completion of chemotherapy, prophylactic cranial irradiation (PCI) was permitted only in Arm 2 per investigator discretion. <<END_SECTION>>",0,0,"Patients randomised to Arm 2, were permitted to receive a total of up to 6 cycles of etoposide and either carboplatin or cisplatin. After completion of chemotherapy, prophylactic cranial irradiation (PCI) was permitted only in Arm 2 per investigator discretion. ",2.0
355,355,355,355,"<<START_SECTION>>Tumour assessments were conducted at Week 6 and Week 12 from the date of randomisation, and then every 8 weeks until confirmed objective disease progression. Survival assessments were conducted every 2 months following treatment discontinuation. <<END_SECTION>>",0,0,"Tumour assessments were conducted at Week 6 and Week 12 from the date of randomisation, and then every 8 weeks until confirmed objective disease progression. Survival assessments were conducted every 2 months following treatment discontinuation. ",2.0
356,356,356,356,<<START_SECTION>>The primary endpoints of the study were Overall Survival (OS) of IMFINZI + chemotherapy (Arm <<END_SECTION>>,0,0,The primary endpoints of the study were Overall Survival (OS) of IMFINZI + chemotherapy (Arm ,2.0
357,357,357,357,"<<START_SECTION>>1) vs. chemotherapy alone (Arm 2). The key secondary endpoint was progression-free survival (PFS). Other secondary endpoints were Objective Response Rate (ORR), OS and PFS landmarks and Patient Reported Outcomes (PRO). PFS and ORR were assessed using Investigator assessments according to RECIST v1.1. <<END_SECTION>>",0,0,"1) vs. chemotherapy alone (Arm 2). The key secondary endpoint was progression-free survival (PFS). Other secondary endpoints were Objective Response Rate (ORR), OS and PFS landmarks and Patient Reported Outcomes (PRO). PFS and ORR were assessed using Investigator assessments according to RECIST v1.1. ",2.0
358,358,358,358,"<<START_SECTION>>At a planned interim analysis, IMFINZI + chemotherapy (Arm 1) vs chemotherapy (Arm 2) met the efficacy boundary of the primary endpoint of OS and at a planned follow-up OS analysis IMFINZI + chemotherapy (Arm 1) vs chemotherapy (Arm 2) continued to demonstrate improved OS. The results are summarised below. <<END_SECTION>>",0,0,"At a planned interim analysis, IMFINZI + chemotherapy (Arm 1) vs chemotherapy (Arm 2) met the efficacy boundary of the primary endpoint of OS and at a planned follow-up OS analysis IMFINZI + chemotherapy (Arm 1) vs chemotherapy (Arm 2) continued to demonstrate improved OS. The results are summarised below. ",2.0
359,359,359,359,"<<START_SECTION>>The demographics and baseline disease characteristics were well balanced between the study arms (268 patients in Arm 1 and 269 patients in Arm 2). Baseline demographics of the overall study population were as follows: male (69.6%), age ≥ 65 years (39.6%), median age 63 years (range: 28 to 82 years), white (83.8%), Asian (14.5%), black or African American (0.9%), other (0.6 %), non-Hispanic or Latino (96.1%), current or past-smoker (93.1%), never smoker (6.9%), WHO/ECOG PS 0 (35.2%), WHO/ECOG PS 1 (64.8%), Stage IV 90.3%, 24.6% of the patients received cisplatin and 74.1% of the patients received carboplatin. In Arm 1, 1.1% of the patients received ≥5 cycles of chemotherapy and 0.4% of the patients received ≥6 cycles of chemotherapy based on etoposide exposure. In Arm 2, 62.8% of the patients received ≥5 treatment cycles, 56.8% of the patients received the maximum of 6 treatment cycles based on etoposide exposure and 7.8% of the patients received PCI after chemotherapy.  <<END_SECTION>>",0,0,"The demographics and baseline disease characteristics were well balanced between the study arms (268 patients in Arm 1 and 269 patients in Arm 2). Baseline demographics of the overall study population were as follows: male (69.6%), age ≥ 65 years (39.6%), median age 63 years (range: 28 to 82 years), white (83.8%), Asian (14.5%), black or African American (0.9%), other (0.6 %), non-Hispanic or Latino (96.1%), current or past-smoker (93.1%), never smoker (6.9%), WHO/ECOG PS 0 (35.2%), WHO/ECOG PS 1 (64.8%), Stage IV 90.3%, 24.6% of the patients received cisplatin and 74.1% of the patients received carboplatin. In Arm 1, 1.1% of the patients received ≥5 cycles of chemotherapy and 0.4% of the patients received ≥6 cycles of chemotherapy based on etoposide exposure. In Arm 2, 62.8% of the patients received ≥5 treatment cycles, 56.8% of the patients received the maximum of 6 treatment cycles based on etoposide exposure and 7.8% of the patients received PCI after chemotherapy.  ",2.0
360,360,360,360,"<<START_SECTION>>The study demonstrated a statistically significant and clinically meaningful improvement in OS at the planned interim analysis with IMFINZI + chemotherapy (Arm 1) vs. chemotherapy alone (Arm 2) [HR=0.73 (95% CI: 0.591, 0.909), p=0.0047]. IMFINZI + chemotherapy demonstrated an improvement in PFS vs. chemotherapy alone [HR=0.78 (95% CI: 0.645, 0.936)].  <<END_SECTION>>",0,0,"The study demonstrated a statistically significant and clinically meaningful improvement in OS at the planned interim analysis with IMFINZI + chemotherapy (Arm 1) vs. chemotherapy alone (Arm 2) [HR=0.73 (95% CI: 0.591, 0.909), p=0.0047]. IMFINZI + chemotherapy demonstrated an improvement in PFS vs. chemotherapy alone [HR=0.78 (95% CI: 0.645, 0.936)].  ",2.0
361,361,361,361,"<<START_SECTION>>In the planned follow-up OS analysis (median: 25.1 months), the median OS for Arm 1 and Arm 2 was consistent with the OS interim analysis. The PFS, ORR and DoR results from the planned interim analysis as well as the planned follow-up OS analysis results are summarised in Table 8. Kaplan-Meier curves for the planned follow-up OS and the interim analysis PFS are presented in Figure 5 and Figure 6. <<END_SECTION>>",0,0,"In the planned follow-up OS analysis (median: 25.1 months), the median OS for Arm 1 and Arm 2 was consistent with the OS interim analysis. The PFS, ORR and DoR results from the planned interim analysis as well as the planned follow-up OS analysis results are summarised in Table 8. Kaplan-Meier curves for the planned follow-up OS and the interim analysis PFS are presented in Figure 5 and Figure 6. ",2.0
362,362,362,362,<<START_SECTION>>	Table 8 	Efficacy Results for the CASPIAN Study  <<END_SECTION>>,0,0,	Table 8 	Efficacy Results for the CASPIAN Study  ,2.0
363,363,363,363,"<<START_SECTION>> Arm 1: IMFINZI + etoposide and either carboplatin or cisplatin (n=268) Arm 2: etoposide and either carboplatin or cisplatin (n=269) OSa   Number of deaths (%) 210 (78.4) 231 (85.9)   Median OS (months) (95% CI) 12.9  (11.3, 14.7) 10.5 (9.3, 11.2)  HR (95% CI)b 0.75 (0.625, 0.910) 0.75 (0.625, 0.910)  p-valuec 0.0032 0.0032 OS at 12 months (%) (95% CI) 52.8 (46.6, 58.5) 39.3 (33.4, 45.1) OS at 18 months (%) (95% CI) 32.0 (26.5, 37.7) 24.8 (19.7, 30.1) PFSd   Number of events (%) 226 (84.3) 233 (86.6) Median PFS (months) (95% CI) 5.1 (4.7, 6.2) 5.4 (4.8, 6.2) HR (95% CI)b 0.78 (0.645, 0.936) 0.78 (0.645, 0.936) PFS at 6 months (%) (95% CI) 45.4 (39.3, 51.3) 45.6 (39.3, 51.7) PFS at 12 months (%) (95% CI) PFS at 12 months (%) (95% CI) 17.5 (13.1, 22.5) 4.7 (2.4, 8.0) ORR n (%)d,e ORR n (%)d,e 182 (67.9) 155 (57.6) Complete Response n (%) Complete Response n (%) 6 (2.2) 2 (0.7) Partial Response n (%) Partial Response n (%) 176 (65.7) 153 (56.9) Odds ratio (95% CI)f Odds ratio (95% CI)f 1.56 (1.095, 2.218) 1.56 (1.095, 2.218) Median DoR (months) (95% CI) d,f Median DoR (months) (95% CI) d,f 5.1 (4.9, 5.3) 5.1 (4.8, 5.3) DoR at 12 months (%)d,f DoR at 12 months (%)d,f 22.7 6.3 <<END_SECTION>>",0,1," Arm 1: IMFINZI + etoposide and either carboplatin or cisplatin (n=268) Arm 2: etoposide and either carboplatin or cisplatin (n=269) OSa   Number of deaths (%) 210 (78.4) 231 (85.9)   Median OS (months) (95% CI) 12.9  (11.3, 14.7) 10.5 (9.3, 11.2)  HR (95% CI)b 0.75 (0.625, 0.910) 0.75 (0.625, 0.910)  p-valuec 0.0032 0.0032 OS at 12 months (%) (95% CI) 52.8 (46.6, 58.5) 39.3 (33.4, 45.1) OS at 18 months (%) (95% CI) 32.0 (26.5, 37.7) 24.8 (19.7, 30.1) PFSd   Number of events (%) 226 (84.3) 233 (86.6) Median PFS (months) (95% CI) 5.1 (4.7, 6.2) 5.4 (4.8, 6.2) HR (95% CI)b 0.78 (0.645, 0.936) 0.78 (0.645, 0.936) PFS at 6 months (%) (95% CI) 45.4 (39.3, 51.3) 45.6 (39.3, 51.7) PFS at 12 months (%) (95% CI) PFS at 12 months (%) (95% CI) 17.5 (13.1, 22.5) 4.7 (2.4, 8.0) ORR n (%)d,e ORR n (%)d,e 182 (67.9) 155 (57.6) Complete Response n (%) Complete Response n (%) 6 (2.2) 2 (0.7) Partial Response n (%) Partial Response n (%) 176 (65.7) 153 (56.9) Odds ratio (95% CI)f Odds ratio (95% CI)f 1.56 (1.095, 2.218) 1.56 (1.095, 2.218) Median DoR (months) (95% CI) d,f Median DoR (months) (95% CI) d,f 5.1 (4.9, 5.3) 5.1 (4.8, 5.3) DoR at 12 months (%)d,f DoR at 12 months (%)d,f 22.7 6.3 ",2.0
364,364,364,364,<<START_SECTION>>Follow-up OS analysis at clinical cut-off  27 January 2020. <<END_SECTION>>,0,0,Follow-up OS analysis at clinical cut-off  27 January 2020. ,2.0
365,365,365,365,"<<START_SECTION>>The analysis was performed using the stratified log-rank test, adjusting for planned platinum therapy in Cycle 1 (carboplatin or cisplatin), and using the rank tests of association approach.  <<END_SECTION>>",0,0,"The analysis was performed using the stratified log-rank test, adjusting for planned platinum therapy in Cycle 1 (carboplatin or cisplatin), and using the rank tests of association approach.  ",2.0
