text,label
"The effects of ABILIFY on the exposures of other drugs are summarized in Figure 21. A population PK analysis in patients with major depressive disorder showed no substantial change in plasma concentrations of fluoxetine (20 mg/day or 40 mg/day), paroxetine CR (37.5 mg/day or 50 mg/day), or sertraline (100 mg/day or 150 mg/day) dosed to steady-state. The steady-state plasma concentrations of fluoxetine and norfluoxetine increased by about 18% and 36%, respectively, and concentrations of paroxetine decreased by about 27%. The steady-state plasma concentrations of sertraline and desmethylsertraline were not substantially changed when these antidepressant therapies were coadministered with aripiprazole.",2
"Inform patients that orally inhaled corticosteroids, including fluticasone propionate, may cause a reduction in growth velocity when administered to pediatric patients. Physicians should closely follow the growth of children and adolescents taking corticosteroids by any route.",2
"“Possibly” effective: Contact or atopic dermatitis; impetiginized eczema; nummular eczema; infantile eczema; endogenous chronic infectious dermatitis; stasis dermatitis; pyoderma; nuchal eczema and chronic eczematoid otitis externa; acne urticata; localized or disseminated neurodermatitis; lichen simplex chronicus; anogenital pruritus (vulvae, scroti, ani); folliculitis; bacterial dermatoses; mycotic dermatoses such as tinea (capitis, cruris, corporis, pedis); moniliasis; intertrigo.",2
"Acute overdose with Acetaminophen, Caffeine, and Dihydrocodeine Bitartrate Tablets can be   manifested by respiratory depression, somnolence progressing to stupor or coma, skeletal muscle flaccidity, cold and clammy skin, constricted pupils, and, in some cases, pulmonary edema, bradycardia, hypotension, partial or complete airway obstruction, atypical snoring, and death. Marked mydriasis   rather than miosis may be seen with hypoxia in overdose situations.",2
Discard Unused Portion.,2
"Alfenta infusions should be discontinued at least 10-15 minutes prior to the end of surgery during general anesthesia. During administration of Alfenta for Monitored Anesthesia Care (MAC), infusions may be continued to the end of the procedure.",2
Vascular Disorders,2
For intravenous use only,2
What is the most important information I need to know about Adynovate?,2
Field Studies:,1
Potential Adverse Events,1
"In a pooled analysis, the Cmax for netupitant was 35% higher in females than in males while the AUC was similar between males and females. In female subjects, the mean AUC for palonosetron was 35% higher and the mean Cmax was 26% higher than in male subjects.",2
"Pioglitazone hydrochloride is an odorless white crystalline powder that has a molecular formula of C19H20N2O3S•HCl and a molecular weight of 392.90 daltons. It is soluble in N,N-dimethylformamide, slightly soluble in anhydrous ethanol, very slightly soluble in acetone and acetonitrile, practically insoluble in water, and insoluble in ether.",2
Inactive Ingredients,1
"After stopping a CYP2D6 inhibitor, as the effects of the inhibitor decline, the dihydrocodeine plasma concentration will decrease but the active metabolite dihydromorphine plasma concentration will  increase, which could increase or prolong adverse reactions and may cause potentially fatal respiratory depression.",2
A list of these symptoms is on the Warning Card your pharmacist gives you. Carry this Warning Card with you at all times.,2
Common side effects include,1
"In an in vivo alcohol interaction study, in fasted healthy adults, Adhansia XR 70 mg extended-release capsules with 40% alcohol concentration resulted in a 1.4-fold increase in the peak plasma methylphenidate concentration and a 1.3-fold increase in the extent of absorption.",2
Drugs that May Increase or Decrease the Blood Glucose Lowering Effect of Admelog,1
Agrylin Description,0
Excretion,1
If you have other injector pens:,2
3B,1
3.8    Undesirable effects ,2
"When administered intravenously to an adequately hydrated subject, the oncotic (colloid osmotic) effect of 20 mL Albuked 25 is such that it will draw approximately a further 70 mL of fluid from the extravascular tissues into the circulation within 15 minutes,(1) thus increasing the total blood volume and reducing both hemoconcentration and whole blood viscosity. Accordingly, the main clinical indications are for hypoproteinemic states involving reduced oncotic pressure, with or without accompanying edema.(2) Albuked 25 can also be used as a plasma volume expander.",2
"Distribution: The apparent volume of distribution (Vz/F) is approximately 430 L in healthy adult subjects. In vitro binding is approximately 90% to plasma proteins. The high affinity binding protein for amprenavir is alpha1-acid glycoprotein (AAG). The partitioning of amprenavir into erythrocytes is low, but increases as amprenavir concentrations increase, reflecting the higher amount of unbound drug at higher concentrations.",2
"The majority of ARIA-E radiographic events occurred early in treatment (within the first 8 doses), although ARIA can occur at any time. Among patients treated with a planned dose of Aduhelm 10 mg/kg who had ARIA-E, the maximum radiographic severity was mild in 30%, moderate in 58%, and severe in 13% of patients. Resolution occurred in 68% of ARIA-E patients by 12 weeks, 91% by 20 weeks, and 98% overall after detection. 10% of all patients who received Aduhelm 10 mg/kg had more than one episode of ARIA-E, and 1% had three or more episodes of ARIA-E.",2
Food Effect,1
"The data described below reflect exposure to Alimta plus cisplatin in 839 patients in Study JMDB. Median age was 61 years (range 26-83 years); 70% of patients were men; 78% were White, 16% were Asian, 2.9% were Hispanic or Latino, 2.1% were Black or African American, and <1% were other ethnicities; 36% had an ECOG PS 0. Patients received a median of 5 cycles of Alimta.",2
Musculo-Skeletal System Disorders:,1
"Interruption of dose or reduction in frequency of administration of subcutaneous dose from every week to every other week dosing may be needed for management of dose-related laboratory abnormalities including elevated liver enzymes, neutropenia, and thrombocytopenia [see Dosage and Administration (2.10)].",2
"For periodic irrigation of an indwelling catheter to maintain patency, about 50 mL is required for each irrigation and may be administered using a bulb or piston syringe for injection and aspiration as often as desired.",2
Advise patients not to stop Aerospan or change the dose without talking with a healthcare provider. Advise patients that if they miss a dose to take the next scheduled dose when it is due.,2
"The reactions are generally transient in nature, and it is usually not necessary to discontinue treatment with albuterol sulfate syrup (oral solution). In selected cases, however, dosage may be reduced temporarily; after the reaction has subsided, dosage should be increased in small increments to the optimal dosage.",2
Animal reproduction studies have not been conducted with Antipyrine and Benzocaine Otic Solution. It is also not known whether Antipyrine and Benzocaine Otic Solution can cause fetal harm when administered to a pregnant woman or can affect reproduction capacity. Antipyrine and Benzocaine Otic Solution should be given to a pregnant woman only if clearly needed.,2
125 mg Single-Dose Vial,1
Other side effects include,1
"Inert ingredients in the formulation are: hydroxypropylcellulose, lactose, corn starch, crospovidone, microcrystalline cellulose, silicon dioxide, and magnesium stearate. The inert ingredients in the film coating for Adalat CC 30 and 60 are: hypromellose, polyethylene glycol, ferric oxide, and titanium dioxide. The inert ingredients in the film coating for Adalat CC 90 are: hypromellose, polyethylene glycol and ferric oxide.",2
(melphalan hydrochloride),1
5 mL Multi-dose Vial,1
LOT/EXP:,2
5 mL Multi-dose Vial,2
"Careful and constant monitoring of cardiovascular and respiratory (adequacy of ventilation) vital signs and the patient's state of consciousness should be accomplished after each local anesthetic injection. It should be kept in mind at such times that restlessness, anxiety, tinnitus, dizziness, blurred vision, tremors, depression or drowsiness may be early warning signs of central nervous system toxicity.",2
Aldurazyme must not be administered with other medicinal products in the same infusion. The compatibility of Aldurazyme in solution with other products has not been evaluated.,2
The risk of acute liver failure is higher in individuals with underlying liver disease and in individuals who ingest alcohol while taking acetaminophen.,2
How should I take Actoplus Met?,2
8.5 Geriatric Use,1
"Inform patients with asthma that LABA when used alone increases the risk of asthma-related hospitalization and asthma-related death. Available data show that when ICS and LABA are used together, such as with AirDuo Digihaler, there is not a significant increase in the risk of these events [see Warnings and Precautions (5.1)].",2
